RW9sMtmrz2g,VPN groups
ys7q1MVbSP4,Different patterns of sampling visual space in the Drosophila visual system
3Gvpj9ghnH4,Regions of the Drosophila visual system and 15 columnar cell types
Stzkhv5D0Zs,Pm7, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
OK3PbkKHwIk,Pm8, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
M8jD4ht_Wc4,Pm4, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
KuakqemJN8I,Pm1, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
HNp1AWDrAp0,Pm9, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
mHGt04uG1Rw,MeTu2b, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
fqupuXhth6I,MeTu3b, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
sTcSu5jmkzY,MeTu3a, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
i_cWPd4ZWcs,MeTu1, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
d65F9PwBv1M,MeTu3c, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
bLrePhlque0,Pm13, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
aiLTpyFIieg,MeTu2a, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
OH_Wwg5oAkU,Pm10, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
Nh9_r-tTpq8,Pm11, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
zfW1tb9trFs,MeTu4a, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
tjHDB75bc8g,MeVC4a, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
lPBn7BG2nNE,MeTu4c, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
_L0JhfFmXWE,MeTu4b, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
W5Atg_vF0ug,MeTu4f, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
VDj0QqXjGIM,MeTu4e, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
HxhA_GS169k,MeVC3, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
Fs1HnimeU0E,MeTu4d, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
2rcsK-_f97Y,MeVC1, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
1DRUJODyWlU,MeVC2, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
xFDjEKk0_8s,MeVC7a, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
to5syWq7p3g,MeVC5, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
rqvFgJIYCks,MeVC9, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
rUMteopFxhU,MeVC6, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
rT2m5ZKoI0E,MeVC7b, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
Yt7gJKgTeDs,MeVC4b, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
RQq1p8SVjXA,MeVC10, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
LEJL9ao9TZg,MeVC8, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
AEBbIirLC_I,MeVC11, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
7LP0pNeRwGE,MeVCMe1, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
yy6LSCeRnlQ,MeVC27, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
vrMq1woqH10,MeVC23, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
vNIHl-X209E,MeVC24, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
qHPgEiiAQw4,MeVC12, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
jkA9s77gZHQ,MeVC26, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
hBLu2yBsbx8,MeVC21, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
VDnINNzOEHw,MeVC20, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
FZ2n56ALhcA,MeVP1, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
3Ol9TB4cAzc,MeVC22, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
1kaL_wbqrrs,MeVC25, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
wpgLbkpIPq4,MeVP8, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
p3OokUsyt70,MeVP11, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
m_zAPEQZVfo,MeVP6, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
cP9ro5lhc_w,MeVP4, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
Uh0QUb1yNEs,MeVP3, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
N7oXtCc7QjQ,MeVP9, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
MYTo05N2isM,MeVP10, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
H4EFKeOrPg0,MeVP2, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
EB19r0TUYJ4,MeVP5, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
7LkRAanpX6I,MeVP7, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
q_n6ABc3Slo,MeVP21, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
eWK9JELrKrU,MeVP22, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
aBUMbcndTQA,MeVP20, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
VFMpIQAp7jg,MeVP15, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
UH8IFEqcOBo,MeVP18, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
GStJjptEVvI,MeVP17, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
EICJ0PxnhOk,MeVP23, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
DEGyLZRfOw8,MeVP14, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
AkHxV2mR3XE,MeVP16, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
2VKutGPl9cE,MeVP12, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
zCIbVjYrwIA,MeVP26, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
rrZ__pc4Lx0,MeVP32, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
d8M_7YYkNfo,MeVP27, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
bVlT-renlFw,MeVP24, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
RwrgUQJa3ms,MeVP28, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
Pepx8NmGwTE,MeVP29, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
O6yPbj4HhXE,MeVP33, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
Mxah7ndoJt8,MeVP31, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
JObl8B6WqZk,MeVP25, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
-0zpKdlI4fo,MeVP30, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
sGidUSqhXrI,MeVP34, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
lhNodAxgyoY,MeVP39, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
jygHi4dqKS0,MeVP45, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
ayYJZGhLQ4M,MeVP41, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
Y95EPySxGvs,MeVP42, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
M84rafIdD2s,MeVP38, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
IKlBH2_wFLU,MeVP43, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
DjkEOB30MCQ,MeVP36, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
aI4v99xTnXA,MeVP40, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
ChLgliDPAAI,MeVP35, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
wvV1caKUqs4,MeVP50, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
v7JJ3tqwSS0,MeVP55, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
bcQv5DsaDu4,MeVP51, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
ahgp_4IL3nM,MeVP47, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
YaKQT31HdFo,MeVP46, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
Y2CiLiRwZ7c,MeVP52, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
JYCQgQXa9Cc,MeVP54, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
JQMWkAaAfRw,MeVP53, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
FYvas9xwYrc,MeVP48, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
EEL4zT3SCvw,MeVP49, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
jCLY7XRkPAM,MeVPaMe1, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
ZWx6_tQsF4s,MeVP64, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
BVXWDLIAAoM,MeVP56, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
yTzwOeFAWvM,MeVP62, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
oE68W7G52Kg,MeVP63, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
n9cx_HLYOf4,MeVP60, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
aSt2iJiwN1w,MeVP57, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
LayBJ7p8buY,MeVP58, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
5IqLfqFqBpw,MeVP61, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
-xMyZqgh5Rs,MeVP59, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
zgd78FqoR8s,MeVPLo1, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
xPJuybg9W58,MeVPLp1, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
oPA6xJnGahA,MeVPMe3, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
lczQbh3kgEE,MeVPLo2, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
NTDvjhEA-uE,MeVPaMe2, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
DeSrydy0srs,MeVPMe4, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
D2q-ngDyaIg,MeVPMe1, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
85wgUCHSWHg,MeVPMe2, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
6qbVqEEnp7M,MeVPMe5, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
-QnSjoI1YZY,MeVPLp2, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
w5TVnbP07-s,MeVPMe8, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
pZoI5hCkqHU,MeVPMe12, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
kds4I1JBhYE,Mi1, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
c4LycyIfB5E,MeVPMe11, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
YxDOJIOtP78,MeVPMe7, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
YiNdc5saxAY,MeVPMe6, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
VOpYN4MwKFY,MeVPOL1, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
U53S5otcmlg,MeVPMe13, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
9ntssUTATuM,MeVPMe9, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
9Kv62RlVFBE,MeVPMe10, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
zCi_YWqbKgs,Mi18, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
xgyM_TdYE_Y,Mi14, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
rJsrki_HcQI,Mi15, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
mdm-v2FKWvY,Mi9, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
jtYKcJJJVuk,Mi2, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
c9-Xk3Wbe4A,Mi10, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
Q4_XIoOHeFo,Mi17, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
LNYYRX-I8q8,Mi13, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
2xSWdJPxcGk,Mi4, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
2fQa4WZSAgg,Mi16, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
yyQz58gxkpc,OA-AL2i3, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
gkz8NbfmbEw,Nod5, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
fWp_lMjYJl4,Nod1, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
aJTKe5cNvow,Nod3, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
MVQglGTe7ck,Mi20, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
HvAELNqAJYA,OA-AL2i1, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
EG0uvl1kpXc,Nod4, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
CbeqKFPXYqM,Nod2, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
3t7T84cbceg,OA-AL2i2, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
0fBYMSYABA0,Mi19, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
oWVrMCoziEw,LoVP68, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
fQ-97N0psuA,LoVP71, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
beXssZ2c8tk,OA-AL2i4, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
X3OxIZtBZno,LoVP66, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
Li80mrYf2Ro,OLVC1, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
H5TA5Ewt0c4,LoVP67, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
GoGv-FftIUg,LoVP65, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
7hRDAYIndZI,OLVC3, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
5tJy2mousWA,OA-ASM1, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
3gAlxqDU5Jc,OLVC2, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
Ow2o9Eili1g,LoVP72, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
HveS086etXY,LoVP78, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
Di1p2GvnXi4,LoVP77, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
r2kNEU5YCN0,LoVP74, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
hIAZmqKFC3w,LoVP69, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
eM-mARJrmiU,LoVP76, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
TybDQkOA958,LoVP73, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
KrUYWG5rB4M,LoVP75, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
EtYmCuu81DM,LoVP79, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
oKfGYm6xhrY,LoVP87, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
24R8sYvAXd0,LoVP82, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
wSAAUS9nazs,LoVP81, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
bQatedxjD0A,LoVP88, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
TgRg902yAWo,LoVP89, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
TcslBwPYOBs,LoVP86, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
D_13e3mHvMI,LoVP83, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
5gCMTtegoxY,LoVP85, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
0rDt3XBbXQM,LoVP80, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
wkwfWd2RjSI,LoVP95, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
h7Jx2J42Rj8,LoVP99, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
YSx2DVjrigY,LoVP91, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
XgS6V_-LL3A,LoVP93, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
NNpXd0XzABY,LoVP92, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
Dlzh8m_rDgY,LoVP98, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
9uEnN0t8C0Y,LoVP97, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
856RW9W4E5c,LoVP96, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
5WFE-1ConxY,LoVP94, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
acR4X5n5dNo,LPC1, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
ZaR2uwC6oKA,LoVP102, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
SKO9dBsZONU,LoVP106, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
kYJ9UGcnOnE,LoVP105, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
aoyMz7ynzJo,LoVP107, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
EyZr6VUPVC4,LoVP101, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
A5ivA3Yn7ac,LoVP108, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
131r9tJyZWU,LoVP100, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
ncoB89Dzws0,LPi3a, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
mIV4ydWABCU,LPi2d, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
lPJ5uvQVy14,LPi3b, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
gUIhIpkLEss,LPi4a, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
c7IzSaoJ-3Q,LPi4b, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
Ovihp505yUU,LPi2b, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
Ec646jJDh7I,LPC2, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
7bqk9hYpeeQ,LPi12, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
08vn3hxmIBA,LPi2c, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
--HhiGZi7Eg,LPi3c, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
nMWIFt6N46c,LPLC1, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
XNg9uhcz3Lk,LPi3412, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
V5h2L-kQUaw,LPLC4, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
B8aKi_jTnDY,LPT23, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
B-WRfcd-X7o,LPi14, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
3_KHha6Qh3Y,LPi21, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
1sf9d293oxs,LPT21, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
yH7-E4TQ65I,LPLC2, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
xrjDre6Tvyo,LPi43, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
hGD6P6HHc6g,LPi34, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
nwySRSBqfe0,LPT28, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
VsXBVvTJiJ0,LPT30, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
R1JT8RqKOzI,LPT51, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
PI0iGd6wI8Q,LPT52, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
IWeEtgiqi2I,LPT27, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
B2YMmiRjC8E,LPT31, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
9FtmYiNwxIk,LPT50, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
4Dj1fvstl2Q,LPT29, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
fLkdR34-RBM,LPT26, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
0_5R2CmuE9Y,LPT49, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
wIp4onZfdmc,LPT101, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
rrnffNoHhGY,LPT111, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
hOjR1798anU,LPT110, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
SFK_r5Aq0y4,LPT53, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
KDIo3vfUjcU,LPT57, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
D_1iWpj5nGo,LPT60, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
CP4-LmQI7fE,LPT59, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
6Lr2m9VEQ3M,LPT100, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
5u4mOtnYKV4,LPT54, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
zbyryH1Il0s,LPT116, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
nlmJ-NJ2dok,LT1c, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
lTogtGtwviE,LPT113, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
_JWHIZ83KRg,LT11, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
Q1Be4o2mpPA,LPT112, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
MUhx1eoNGyU,LPT114, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
DksBhX3J4GQ,LT1a, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
DKkLK6Mlg2Q,LT1d, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
3_5OHCvCt34,LPT115, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
0t4VmpIaYsg,LT1b, a Drosophila Visual Projection Neuron from optic-lobe:v1.0
n1ed89B0Nms,LT40, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
kLeIfo4Y9k0,LT39, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
_EyatwUA1Ls,PS272, a Drosophila visual system neuron from optic-lobe:v1.0 (short)
LpWkozlCBhY,LT33, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0 (short)
JWrsJwMADIs,LT41, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
J1Goukfzp44,LT35, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
EV2zfqz3nQg,LT37, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
C-8UPvdrOZE,LT36, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0
2CM1Zakggj4,LT34, a Drosophila Visual Centrifugal Neuron from optic-lobe:v1.0 (short)
dY8ZechBy1Q,R8y, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
zbD-yCINx_I,R7d, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
w1BcamBdq2o,R1-R6, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
hfH1SoWIgMs,SLP249, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
TRdWE0T0CjA,s-LNv, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
O5KIB6BUVgw,R7y, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
MfSysxhz9Hc,SLP250, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
I-xOUIuU20Y,R8d, a Drosophila Optic Lobe Intrinsic Neuron from optic-lobe:v1.0
KSv3kJ_bnBU,T2, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
DKpn1E4z-sY,T4b, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
AJab55TG43c,SLP359, a Drosophila visual system neuron from optic-lobe:v1.0 (short)
9G_S0Uo2Sg8,T4c, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
-rYYXTuvlAY,T3, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
uyDB6mQb32E,T4a, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
G740ESrEwHw,SMP217, a Drosophila Visual Projection Neuron from optic-lobe:v1.0 (short)
8yLIes1FI5w,SMP528, a Drosophila visual system neuron from optic-lobe:v1.0 (short)
7aw3DtHLwpw,SMP200, a Drosophila visual system neuron from optic-lobe:v1.0 (short)
4oEKGx2UcyU,T2a, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
zzAkwURUFRM,T5d, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
s1uhbQ3dGg4,T5b, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
q2BBsfHqubc,T4d, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
nXZd7dYscgU,Tlp12, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
_ygt1tQXnU0,Tlp14, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
XaIAeaPLT2M,T5c, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
LUoaXFY9O10,Tlp11, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
GQfKPAqRgLU,T5a, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
Ap4X1UWcvsc,Tlp13, a Drosophila Optic Lobe Connecting Neuron from optic-lobe:v1.0 (short)
